distance,time,width,amplitude,serie,Date
4.3,2.1734999999999998,6.284777236520313,64.1062831698123,A,7.08.23
5.4,2.18508,5.828077694197418,48.17102811832077,A,7.08.23
4.5,2.1851700000000003,5.458537727216026,53.30434183423126,A,7.08.23
4.3,2.1878650000000004,5.189688961050706,70.7551391554175,A,7.08.23
4.4,2.191885,6.352425448218128,54.89554248644963,A,7.08.23
4.3,2.1936983333333333,4.508702253806405,25.473903335852057,A,7.08.23
4.5,2.20127,5.947143163328292,38.76243035963345,A,7.08.23
4.4,2.2018516666666668,7.4009897979558446,30.527203564410204,A,7.08.23
4.5,2.206716666666667,5.219699775043409,51.97448009306705,A,7.08.23
4.5,2.221843333333333,6.044985107786488,53.47062555057762,A,7.08.23
4.5,2.2239766666666667,5.757706576754572,38.94510018259033,A,7.08.23
23.3,2.224051666666667,7.129553213249892,24.53143159658685,A,7.08.23
4.3,2.243621666666667,5.2344597188639455,59.719212986996624,A,7.08.23
4.5,2.2515266666666665,5.255357078160159,66.11696751298997,A,7.08.23
4.6,2.2536116666666666,5.596144023671513,42.200095363229124,A,7.08.23
4.4,2.255616666666667,6.012985464796657,51.13171362026941,A,7.08.23
4.5,2.258596666666667,5.774663452990353,50.97795396048063,A,7.08.23
4.5,2.27802,6.024798918806482,55.952427961309226,A,7.08.23
4.6,2.303011666666667,6.1297703548916616,42.84207186558373,A,7.08.23
4.6,2.30948,6.167466846120078,62.28032544643912,A,7.08.23
4.7,2.3121016666666665,5.670510129828472,57.4020356701699,A,7.08.23
4.6,2.3136500000000004,5.513214915350545,72.29084056680287,A,7.08.23
4.4,2.3275566666666667,4.8094766233698465,51.52602603277972,A,7.08.23
4.3,2.331401666666667,5.320205295342021,65.69370548902397,A,7.08.23
4.7,2.34048,7.643162199354265,37.11376063335978,A,7.08.23
4.7,2.351265,5.68986947828671,56.63128674731134,A,7.08.23
4.7,2.351783333333333,5.505885223799851,37.24179872618141,A,7.08.23
5.0,2.360158333333333,7.6433624880737625,47.309785130958176,A,7.08.23
4.7,2.361968333333333,5.445742048614193,44.08209565380517,A,7.08.23
4.6,2.3798533333333336,5.938035932951607,47.130205776858844,A,7.08.23
4.4,2.387038333333334,5.451211146835703,45.19802203957831,A,7.08.23
4.7,2.395188333333333,5.714473672793247,48.78160061997227,A,7.08.23
4.6,2.3981350000000003,6.17831399384886,51.321717702090226,A,7.08.23
4.7,2.4129283333333333,7.028190353943501,35.29820964235249,A,7.08.23
4.8,2.4193766666666665,6.210503536567558,42.525399726988844,A,7.08.23
5.0,2.421026666666667,6.948789522226434,39.96758011193432,A,7.08.23
4.3,2.4643116666666667,8.354803091089707,36.50368793652572,A,7.08.23
4.2,2.4702766666666665,5.708724436932243,49.450400415605216,A,7.08.23
3.7,2.487281666666667,4.7792421242338605,35.24538152588048,A,7.08.23
4.1,2.4881966666666666,5.503134265250992,50.99739181229721,A,7.08.23
3.7,2.495765,5.170393926266115,35.56703399396182,A,7.08.23
4.0,2.4984533333333334,6.1816048104083166,46.78132995793766,A,7.08.23
4.1,2.5182366666666667,6.137055099068675,49.53641312105991,A,7.08.23
4.1,2.5239350000000003,5.341672994662076,59.30943628182834,A,7.08.23
4.2,2.5248100000000004,6.119854164018761,40.05916780433428,A,7.08.23
4.1,2.528871666666667,6.104124544363003,41.98831252427941,A,7.08.23
4.0,2.539223333333333,4.970135377021506,49.97724936539111,A,7.08.23
4.2,2.5506816666666667,5.4695825019152835,61.231543749248274,A,7.08.23
4.2,2.5517266666666667,6.163266482762992,42.534481829911705,A,7.08.23
4.0,2.5556616666666665,6.612030571210198,45.49773271705399,A,7.08.23
4.5,2.562681666666667,5.941953639907297,51.93971613665508,A,7.08.23
4.8,2.570155,7.176789580378681,42.24871450517349,A,7.08.23
3.7,2.580016666666667,5.235240332724061,27.54293730548742,A,7.08.23
3.7,2.583625,6.297897167271003,43.53099079248868,A,7.08.23
3.7,2.599885,5.838751620322,45.75491616563671,A,7.08.23
3.5,2.6021483333333335,5.207468906126451,49.27126168371566,A,7.08.23
3.9,2.607603333333333,5.237270196084864,40.63640032062453,A,7.08.23
4.0,2.614955,5.7389971016091295,59.33529819966162,A,7.08.23
3.7,2.6155283333333332,5.375056257820688,73.50391039609956,A,7.08.23
3.8,2.619848333333333,4.4587410010863096,65.04047207516375,A,7.08.23
3.7,2.628086666666667,6.752734994399361,40.39597612618678,A,7.08.23
3.5,2.6478616666666666,5.746992405736819,27.96116841998447,A,7.08.23
3.7,2.6601700000000004,5.017720939533319,46.035464953670015,A,7.08.23
3.8,2.6624383333333337,6.065577917499468,38.70066782470285,A,7.08.23
3.6,2.664636666666667,4.733690692868549,54.088877522095515,A,7.08.23
3.8,2.672475,5.25760345935123,35.043357376337376,A,7.08.23
3.6,2.678491666666667,4.908601508359425,48.72016442735039,A,7.08.23
3.4,2.6992233333333338,4.770209388283547,46.308175734628655,A,7.08.23
3.2,2.701398333333333,4.456990056845825,56.916767291861284,A,7.08.23
3.0,2.7034833333333332,11.881200757750776,106.53926540273802,A,7.08.23
3.2,2.7116533333333335,4.291819017380476,50.25617056388406,A,7.08.23
3.1,2.713485,4.9390486855991185,40.13288687742378,A,7.08.23
3.2,2.723996666666667,4.5576764543075114,30.0550866011073,A,7.08.23
3.7,2.72657,4.636114588472992,37.811745005837516,A,7.08.23
3.2,2.726631666666667,4.864031289238483,44.680216604056575,A,7.08.23
3.0,2.72874,5.1289192627882585,40.97511544621689,A,7.08.23
2.9,2.7331533333333335,4.345006463350728,46.95182638893,A,7.08.23
3.0,2.73634,4.375924994936213,44.793163176198135,A,7.08.23
3.1,2.738575,4.636129136313684,40.14796376904961,A,7.08.23
3.0,2.7396249999999998,4.813324352377094,28.646993386324148,A,7.08.23
3.0,2.7483533333333336,4.7898305635899305,35.48582873005955,A,7.08.23
3.1,2.75938,4.469832011847757,57.90038314124359,A,7.08.23
3.1,2.7730133333333336,4.1022250421810895,40.408959069298994,A,7.08.23
2.9,2.7770433333333333,4.311121241888031,51.6540217598798,A,7.08.23
3.0,2.783673333333333,5.024832682218403,37.253129458264965,A,7.08.23
3.0,2.7905,4.200164420180954,42.617617688518656,A,7.08.23
2.9,2.8102233333333335,4.425161494757049,33.83111852361263,A,7.08.23
3.0,2.8128883333333334,4.140202686772682,55.89928507036115,A,7.08.23
2.9,2.8151283333333335,4.641242894111201,38.53683919844559,A,7.08.23
2.8,2.8187066666666665,4.834583512158133,45.55841999357602,A,7.08.23
2.8,2.81982,5.0409999578259885,41.76243166930904,A,7.08.23
3.0,2.834795,5.8010472051100805,37.044439596005596,A,7.08.23
2.9,2.8355566666666667,4.6590960344765335,46.03823872771704,A,7.08.23
2.9,2.8485233333333335,4.762427947483957,34.22591818338338,A,7.08.23
2.8,2.8553366666666666,4.139103404595517,34.7471019271394,A,7.08.23
2.8,2.856065,4.426652826950885,46.58145238376926,A,7.08.23
3.0,2.8779583333333334,4.707862547249533,40.352416310618786,A,7.08.23
3.0,2.8840033333333333,4.557799355825409,65.2046887037396,A,7.08.23
3.1,2.8893783333333336,4.619945134734735,35.01379316813937,A,7.08.23
2.9,2.8927,5.05011275538709,34.276277410216146,A,7.08.23
23.7,2.892748333333333,4.352209255681373,40.618291333746996,A,7.08.23
3.0,2.898416666666667,5.082419117214158,34.265228816547804,A,7.08.23
12.5,2.8984666666666667,4.229921881342307,24.44182426006769,A,7.08.23
3.0,2.898675,4.478429624345154,39.98624583648908,A,7.08.23
2.9,2.93257,4.852480545523576,40.196140923203195,A,7.08.23
2.9,2.93644,4.828595070983283,37.4389711676749,A,7.08.23
2.9,2.9472533333333337,5.210198413464241,46.61803154770119,A,7.08.23
3.1,2.947843333333333,4.3043284775922075,35.88927380984595,A,7.08.23
2.9,2.9491316666666667,4.925492517882958,51.179139040286906,A,7.08.23
3.0,2.954861666666667,5.379266228992492,38.09406224401628,A,7.08.23
2.9,2.9667499999999998,4.850290973088704,37.147463982978266,A,7.08.23
2.9,2.97016,4.761644850950688,43.63423339436744,A,7.08.23
3.1,2.9721433333333334,4.352008736459538,53.865287499722356,A,7.08.23
3.0,2.98723,4.605943278875202,60.574883559467374,A,7.08.23
3.0,2.995086666666667,4.717032041517086,48.366818595849,A,7.08.23
2.9,3.000696666666667,4.510196861810982,53.568602854728894,A,7.08.23
3.1,3.00498,4.170290557667613,25.385469975550052,A,7.08.23
3.1,3.0103050000000002,4.438510059029795,41.55555689873582,A,7.08.23
3.1,3.013966666666667,4.434986712876707,32.10219516283992,A,7.08.23
3.0,3.019826666666667,4.49531427922193,47.759147733095205,A,7.08.23
3.1,3.0253200000000002,4.765266822651029,37.817839922745804,A,7.08.23
23.2,3.0253716666666666,4.746412330889143,20.861734045324283,A,7.08.23
3.0,3.0257583333333335,4.6222400749102235,48.48031434087209,A,7.08.23
3.0,3.0378233333333338,4.790530099882744,40.43447430185109,A,7.08.23
3.0,3.03872,4.39312676677946,52.33930483941407,A,7.08.23
2.9,3.040485,5.01039213349577,45.62781298797405,A,7.08.23
3.0,3.0513683333333335,4.5825498449848965,45.58515403356071,A,7.08.23
3.0,3.0532200000000005,4.243967838585377,47.16897677743408,A,7.08.23
2.9,3.076685,4.645593980327249,46.066322660102166,A,7.08.23
3.0,3.0772683333333335,5.110334752011113,32.59076169912908,A,7.08.23
5.8,3.0773183333333334,4.589115510694683,28.863464168889234,A,7.08.23
3.0,3.0774150000000002,5.557534019346349,49.3568550526607,A,7.08.23
2.9,3.081735,4.044553736341186,41.14039316546993,A,7.08.23
3.0,3.0823133333333335,4.855097660096362,48.065650622693404,A,7.08.23
3.0,3.091345,5.876069612335414,41.47298132601223,A,7.08.23
3.0,3.0964466666666666,4.033857645583339,54.03009772035821,A,7.08.23
17.8,3.1067766666666667,21.337853441247717,38.57970992177711,A,7.08.23
2.9,3.110091666666667,4.406625314150006,37.17311320653159,A,7.08.23
3.1,3.111561666666667,4.37004530034028,56.0924062218068,A,7.08.23
3.2,3.1189933333333335,4.607327090459876,39.123633533024346,A,7.08.23
3.0,3.1231066666666667,4.328720454941504,43.987914685941654,A,7.08.23
7.5,3.1231566666666666,4.411414205445908,28.326723608934074,A,7.08.23
3.1,3.1232816666666667,4.5048377107596025,34.3610712045259,A,7.08.23
3.1,3.12406,4.807304538786411,47.92935377001258,A,7.08.23
3.1,3.1282833333333335,4.7861711201258,41.098742978273506,A,7.08.23
3.2,3.13884,4.624826356419362,42.621516509482525,A,7.08.23
3.0,3.1493883333333335,4.291994120925665,46.15073907474571,A,7.08.23
3.1,3.152061666666667,4.2609336115419865,48.40563060279768,A,7.08.23
7.0,3.1521133333333333,5.013258978840895,32.0229440721781,A,7.08.23
3.0,3.1522300000000003,4.798580422764644,28.91616414099257,A,7.08.23
3.0,3.1644083333333337,5.123979723080993,33.81893711726524,A,7.08.23
3.1,3.169301666666667,5.519829477532767,23.937917483597683,A,7.08.23
3.1,3.174961666666667,4.156934313010424,38.251472270196714,A,7.08.23
3.0,3.181725,4.510247447295114,45.585933540599235,A,7.08.23
3.0,3.1893683333333334,4.809445194317959,40.61725182808415,A,7.08.23
3.2,3.199715,5.218353574164212,44.70648482704242,A,7.08.23
3.0,3.220735,4.71538880339358,40.041547598382316,A,7.08.23
3.0,3.2336683333333336,4.525838991627097,49.63247547985719,A,7.08.23
3.1,3.2405233333333334,5.3319228873588145,44.98580403741392,A,7.08.23
3.0,3.241801666666667,5.0746401470387354,36.35374684775434,A,7.08.23
3.2,3.2495116666666672,5.586942030698992,47.16678737773485,A,7.08.23
3.0,3.259335,4.648827347904444,28.156926800649536,A,7.08.23
11.4,3.2593850000000004,4.358708161744289,36.31902662362678,A,7.08.23
2.8,3.259575,4.818701926502399,35.755896756618974,A,7.08.23
3.0,3.2613633333333336,4.209921336034313,37.263579260229555,A,7.08.23
3.2,3.262566666666667,4.36185335542541,39.322840690916244,A,7.08.23
3.0,3.2650633333333334,4.894527840893716,35.98465880874897,A,7.08.23
3.1,3.2791316666666668,5.070409461623058,47.40964471314865,A,7.08.23
3.3,3.2851950000000003,4.744315706426278,45.152975526291904,A,7.08.23
3.3,3.307745,4.892723272554576,25.039596794455335,A,7.08.23
3.2,3.3106533333333337,5.89641456247773,44.61468095303592,A,7.08.23
3.3,3.3237200000000002,4.830690138158388,40.34525538098289,A,7.08.23
3.5,3.323775,3.996698449132964,24.515942899702317,A,7.08.23
3.4,3.3238333333333334,4.78849361394532,52.84867469669173,A,7.08.23
3.4,3.3446083333333334,4.733163199736737,35.80319403486244,A,7.08.23
3.3,3.34513,8.170303464401513,31.4607301446054,A,7.08.23
4.0,3.3560700000000003,5.296905019320548,576.7759940245754,A,7.08.23
3.4,3.364816666666667,5.597739919903688,32.593127575049685,A,7.08.23
3.4,3.365505,4.744450596277602,47.17783422805846,A,7.08.23
3.2,3.3698833333333336,4.632945750956424,49.10207377990149,A,7.08.23
3.2,3.375685,4.506799207418226,42.56355281618997,A,7.08.23
3.3,3.383975,5.648014434729703,39.62948676230932,A,7.08.23
3.3,3.384751666666667,5.210982578457333,33.964295879817946,A,7.08.23
3.3,3.391046666666667,5.515136095928028,33.03327233760569,A,7.08.23
3.2,3.4044833333333333,5.317907563061453,50.93300833278049,A,7.08.23
3.2,3.4142333333333337,5.1845327308401465,48.88380634996339,A,7.08.23
3.3,3.424081666666667,4.940411636722274,37.707745029206706,A,7.08.23
3.4,3.427315,5.289919541683048,43.58575605943018,A,7.08.23
3.2,3.4321550000000003,5.32600480155088,39.426321041088556,A,7.08.23
3.2,3.439755,4.570948888314888,40.447718602239775,A,7.08.23
3.1,3.447548333333333,4.417639541323297,39.46722272217794,A,7.08.23
3.1,3.4516566666666666,5.842591655091383,33.16461599103259,A,7.08.23
3.3,3.4524500000000002,4.992421525414102,41.311571404188754,A,7.08.23
3.5,3.4618483333333336,4.691989174694754,46.82146272003151,A,7.08.23
3.1,3.464666666666667,6.189374404260889,27.925287517616844,A,7.08.23
3.3,3.4677133333333336,4.769833134370856,53.937070026142024,A,7.08.23
3.4,3.4698583333333337,4.805249780416489,41.69718132768821,A,7.08.23
3.5,3.4783150000000003,5.226334106526338,43.39614681621304,A,7.08.23
3.6,3.835706666666667,4.847099553677253,52.01555168008803,A,7.08.23
3.5,3.8464766666666668,5.380228676018305,43.85424146906569,A,7.08.23
3.5,3.8555566666666667,5.211658127256669,38.733492264164695,A,7.08.23
3.4,3.8603000000000005,5.35720236285124,47.02289110810871,A,7.08.23
3.7,3.8820533333333334,5.45480041007977,46.401785091794814,A,7.08.23
3.7,3.885596666666667,4.755419531953521,37.2758437866772,A,7.08.23
3.6,3.8874033333333333,5.4208345072111115,41.08852510967021,A,7.08.23
3.6,3.8898666666666672,5.094375004991889,57.132740395795324,A,7.08.23
3.5,3.89729,5.436068410053849,44.891212794825414,A,7.08.23
3.5,3.901345,5.4474231756757945,44.27908081754961,A,7.08.23
3.6,3.921875,5.502797301858664,37.420928544433586,A,7.08.23
3.7,3.923325,5.050248228479177,46.258029708986584,A,7.08.23
4.0,3.9254883333333335,5.515581557061523,35.81150544063262,A,7.08.23
3.6,3.927486666666667,5.126298620831221,34.79482928540245,A,7.08.23
3.8,3.954125,5.658644646406174,49.240415174230655,A,7.08.23
4.0,3.956731666666667,6.1921071242541075,35.3686729184419,A,7.08.23
3.9,3.9630483333333335,5.949375198688358,45.466720824511434,A,7.08.23
3.8,3.967091666666667,5.927460447419435,47.62049098964711,A,7.08.23
3.8,3.9786050000000004,6.584612709470093,37.82089437101886,A,7.08.23
3.9,3.9904566666666668,5.013398135313764,36.0219546921242,A,7.08.23
15.5,3.990521666666667,5.119141833856702,29.372867211047286,A,7.08.23
3.8,3.9907800000000004,4.390010104747489,33.53318767851033,A,7.08.23
4.0,3.996796666666667,5.208325065439567,42.85966030106211,A,7.08.23
3.7,4.034915000000001,5.797623459948227,36.698813228953085,A,7.08.23
3.7,4.044461666666667,5.115394033957273,59.42386074303021,A,7.08.23
3.8,4.047861666666667,5.604616042692214,47.54508876658671,A,7.08.23
3.7,4.049948333333334,5.075486861169338,32.336440581570486,A,7.08.23
3.8,4.054601666666667,5.461342882597819,40.34791212093228,A,7.08.23
3.9,4.06684,5.448126371251419,33.278408959159684,A,7.08.23
3.9,4.08567,5.2530639176256955,40.316126536647666,A,7.08.23
3.9,4.086281666666667,6.72417982108891,33.3846146309305,A,7.08.23
3.7,4.087306666666667,5.49580264929682,31.411740150340773,A,7.08.23
3.9,4.1116850000000005,5.043558866949752,52.701996121138826,A,7.08.23
4.0,4.113818333333334,6.4933241254184395,40.94818053136968,A,7.08.23
4.0,4.136145,5.255492779891938,56.90593179416361,A,7.08.23
4.0,4.143115,5.7004341532010585,46.2622510552551,A,7.08.23
3.6,4.155128333333334,5.9720372597221285,40.48040368711479,A,7.08.23
3.2,4.170873333333334,5.882856257492676,38.4126057111432,A,7.08.23
3.2,4.172273333333334,4.675032808212563,42.01313578463605,A,7.08.23
3.4,4.188283333333334,5.060059103416279,43.538070592779874,A,7.08.23
13.5,4.18834,4.843226114753634,45.576978054955454,A,7.08.23
3.1,4.1885650000000005,5.417055721627548,31.47448108163569,A,7.08.23
3.3,4.1928366666666665,4.749641118105501,36.52381383810964,A,7.08.23
3.4,4.195166666666667,4.907130780164152,40.76133279952203,A,7.08.23
3.4,4.200073333333333,4.838134579127654,51.47306705726692,A,7.08.23
3.3,4.20298,4.636374561116099,39.369355850940956,A,7.08.23
3.4,4.206615,4.740956973982975,41.071575944043595,A,7.08.23
3.4,4.207341666666667,5.4661716723348945,44.2654374109034,A,7.08.23
3.6,4.212896666666667,5.258069623494521,46.5840766662368,A,7.08.23
3.4,4.214121666666667,4.6367853104602545,52.75427909675344,A,7.08.23
3.6,4.21556,5.014379050349817,47.650805133688046,A,7.08.23
3.6,4.231098333333334,4.958054564194754,50.729380440269495,A,7.08.23
3.7,4.239855,5.331439783563837,38.35284753720783,A,7.08.23
3.8,4.251661666666667,5.412303692428395,35.21994655672617,A,7.08.23
3.9,4.257956666666667,6.120496938936412,46.4062038063101,A,7.08.23
3.2,4.261555,16.275482480647042,115.14823205683078,A,7.08.23
3.9,4.262408333333334,7.599265353055671,34.72400459446092,A,7.08.23
3.5,4.273176666666667,5.66322783427313,31.984001352892108,A,7.08.23
3.0,4.276785,5.03157672425732,32.896800219842135,A,7.08.23
3.0,4.27836,5.312580561265349,63.416414685786805,A,7.08.23
2.7,4.289333333333333,4.590220879530534,39.0746435292834,A,7.08.23
2.6,4.2900583333333335,4.414258785778657,34.81204870507821,A,7.08.23
2.8,4.309205,4.774300759192556,42.08450475964684,A,7.08.23
2.7,4.3154683333333335,5.382884905440733,37.99447233822145,A,7.08.23
2.9,4.324953333333334,4.977741576265544,35.93541929220825,A,7.08.23
2.7,4.32774,5.421515108086169,40.888398893506626,A,7.08.23
2.7,4.3284416666666665,4.991511704633012,34.88787944129175,A,7.08.23
7.8,4.328486666666667,4.662917219568044,26.346742432012306,A,7.08.23
2.9,4.335723333333333,6.616230350919068,26.301395365967416,A,7.08.23
2.8,4.336861666666667,4.923089539865032,39.80537428626471,A,7.08.23
2.9,4.348468333333333,4.314533759141341,33.4786592630609,A,7.08.23
2.9,4.349936666666666,4.356337726581842,47.08213271846698,A,7.08.23
2.8,4.3516683333333335,3.9762865589000285,31.29117223785559,A,7.08.23
13.1,4.351715,4.478954768739641,38.758509548528956,A,7.08.23
2.8,4.356255000000001,5.330294450512156,39.349933281514765,A,7.08.23
2.9,4.364801666666667,4.374702429631725,39.44839675054524,A,7.08.23
8.5,4.364850000000001,4.729054358555004,27.63085370701928,A,7.08.23
16.7,4.364991666666667,8.757614099420607,22.877221550982455,A,7.08.23
3.0,4.369858333333334,4.684523913543671,47.45947017344504,A,7.08.23
16.5,4.371238333333334,9.943587222136557,24.365148165403063,A,7.08.23
16.8,4.371513333333334,5.655490129487589,26.01047794215034,A,7.08.23
16.8,4.37207,5.013721024850383,27.09934012880262,A,7.08.23
3.0,4.373531666666667,4.975432845298201,43.13863683221932,A,7.08.23
16.7,4.380531666666667,4.968372460687533,27.84910828748466,A,7.08.23
16.7,4.38081,5.4669574063736945,24.55349438679521,A,7.08.23
18.2,4.390386666666667,5.155635135015473,23.851694489337586,A,7.08.23
17.3,4.39069,5.661183468066156,21.21746519255139,A,7.08.23
3.1,4.421253333333334,4.5149415645282716,59.565621296946624,A,7.08.23
15.3,4.4267650000000005,5.763551598647609,23.03007304054859,A,7.08.23
2.9,4.429618333333334,4.883519459748641,42.19774027938004,A,7.08.23
3.1,4.435596666666667,5.412741845473647,36.99170603713392,A,7.08.23
3.2,4.444258333333334,4.912137738661841,40.727052907632675,A,7.08.23
15.3,4.450901666666667,11.851557380054146,23.220588761506058,A,7.08.23
3.1,4.451156666666667,5.140930538531393,44.192094235578935,A,7.08.23
16.3,4.451208333333333,5.076798633905128,29.282739957774332,A,7.08.23
15.6,4.45148,6.362483133561909,28.563220170430043,A,7.08.23
16.7,4.4523150000000005,5.311307366238907,24.97123042821583,A,7.08.23
17.0,4.453130000000001,8.937689009821042,22.096625018537924,A,7.08.23
3.2,4.453413333333334,6.160215907962993,49.46531343028548,A,7.08.23
14.0,4.453466666666667,5.267776663647965,27.238784504007985,A,7.08.23
17.5,4.453973333333334,26.099508351879194,38.6719908753982,A,7.08.23
3.3,4.46292,5.44901946769096,33.05526525244463,A,7.08.23
3.3,4.465578333333334,5.425274219829589,42.17001221958454,A,7.08.23
3.6,4.468756666666667,5.732126940973103,43.94981885258312,A,7.08.23
2.9,4.476961666666667,4.1712936472613364,31.302520373485553,A,7.08.23
2.8,4.48029,5.145408982178196,37.713140548881555,A,7.08.23
3.0,4.480705,4.685340594034642,73.69486660853946,A,7.08.23
2.8,4.48436,3.7506541148759425,33.97643731620637,A,7.08.23
2.8,4.485035,4.645507688168436,35.7213209838436,A,7.08.23
5.7,4.485081666666667,4.6136911660432816,22.828583811715966,A,7.08.23
2.8,4.485176666666667,4.400674409931526,47.003446706262835,A,7.08.23
2.7,4.490021666666666,4.353979841107503,28.645188230558908,A,7.08.23
2.7,4.504255000000001,4.772983716567978,36.512499545022564,A,7.08.23
2.7,4.504933333333333,5.595754124922678,32.05806561899584,A,7.08.23
2.7,4.519198333333334,4.565173869021237,50.04760502787657,A,7.08.23
2.8,4.524793333333333,4.135720103979111,49.36375233321521,A,7.08.23
2.9,4.5584533333333335,4.959095343947411,41.71744786455531,A,7.08.23
3.1,4.572148333333334,5.821759516140446,22.031112576199348,A,7.08.23
3.1,4.572548333333334,4.8351586470380425,44.70338253729002,A,7.08.23
3.1,4.574608333333333,4.715247157495469,38.47175745190727,A,7.08.23
3.0,4.588935,5.107793220318854,39.89596190168368,A,7.08.23
3.3,4.603186666666668,4.833174607949331,27.759233706148994,A,7.08.23
3.1,4.621778333333334,4.989027327857912,42.660315981647955,A,7.08.23
3.3,4.6329616666666675,5.124293504282832,37.886791458384984,A,7.08.23
14.8,4.633016666666666,3.9073008983395994,30.883951219041762,A,7.08.23
3.1,4.633263333333334,5.349616834428161,42.48318741928588,A,7.08.23
14.8,4.641274999999999,13.36782796960324,23.10321575183005,A,7.08.23
18.1,4.641521666666667,10.88444957905449,23.974945410046583,A,7.08.23
16.5,4.641823333333334,10.661406870698556,24.960649086083052,A,7.08.23
5.5,4.642098333333334,5.064075235044584,22.293984481779514,A,7.08.23
3.2,4.64219,4.650808927137405,39.20413999873745,A,7.08.23
16.9,4.642375,9.141900374088436,27.410366421838134,A,7.08.23
15.2,4.642656666666667,7.438742161961272,23.386085734220828,A,7.08.23
18.2,4.6429100000000005,14.51022902620025,21.97582124523653,A,7.08.23
17.9,4.643745,6.614877848885953,26.844557693466648,A,7.08.23
17.0,4.644043333333333,9.204659400740638,21.18018463903665,A,7.08.23
3.2,4.647941666666667,5.8374076299369335,43.62430727615889,A,7.08.23
3.3,4.650918333333334,5.391848165076226,33.46705648740579,A,7.08.23
3.1,4.661725000000001,4.780346181476489,43.02566546097698,A,7.08.23
3.1,4.6642383333333335,5.395750922849402,39.94816191614831,A,7.08.23
3.2,4.665466666666666,4.986173007404432,39.3125442062076,A,7.08.23
3.3,4.668705,4.705190675565973,27.426727573888694,A,7.08.23
3.2,4.690848333333333,5.040002592373639,49.07427862891779,A,7.08.23
3.3,4.69554,4.209627489559352,44.8979338872472,A,7.08.23
3.3,4.697021666666667,5.283397585852072,40.0888074612441,A,7.08.23
3.1,4.702146666666667,5.53718488314189,38.34312349748526,A,7.08.23
3.2,4.707576666666667,5.055361227830872,41.983772069158874,A,7.08.23
3.3,4.711225,4.477031257934868,30.829716257352757,A,7.08.23
10.0,4.71128,5.086016509216279,34.13992899104982,A,7.08.23
3.2,4.711446666666666,4.9324798786547035,37.512156959449214,A,7.08.23
1.3,4.7115,4.474133957410231,30.79377754638407,A,7.08.23
3.2,4.716358333333334,5.370012849569321,41.463123410116054,A,7.08.23
3.2,4.722650000000001,4.97085916204378,42.96374099939524,A,7.08.23
3.2,4.729603333333333,5.39956856588833,36.21266587407403,A,7.08.23
3.5,4.741721666666667,6.407318563200533,23.75471797808727,A,7.08.23
3.5,4.743525000000001,6.574747982202098,39.862396932797814,A,7.08.23
3.4,4.750683333333333,4.541463669389486,40.96020347798172,A,7.08.23
3.3,4.75211,4.475344454636797,36.687939684621504,A,7.08.23
3.3,4.765033333333333,4.819736133795232,39.324598868834606,A,7.08.23
